"","distance","type","Hylak_id","geometry"
"54372",108.16653826392,"dp",1063591,c(-96.2745245132949, 32.8141545469208)
"54373",108.16653826392,"dp",1063595,c(-95.7482034386535, 32.8101413559727)
"54374",108.16653826392,"dp",1063715,c(-95.4251058945229, 32.7080725328593)
"54375",108.16653826392,"dp",1063873,c(-95.5590885038758, 32.5928761162446)
"54376",108.16653826392,"dp",1063739,c(-95.2241386691452, 32.6815007496818)
"54377",108.16653826392,"dp",1063785,c(-95.2794538177131, 32.6553481220034)
"54378",108.16653826392,"dp",1063649,c(-95.2559855688689, 32.7647967573602)
"54379",108.16653826392,"dp",1063056,c(-95.4076440547976, 33.221573691972)
"54381",108.16653826392,"dp",1062402,c(-96.2264375675345, 33.7010608282491)
"54382",108.16653826392,"dp",1063431,c(-96.4540211671003, 32.9448062077868)
"54383",108.16653826392,"dp",1062866,c(-96.8400054133876, 33.3635470104127)
"54384",108.16653826392,"dp",1062927,c(-96.513064124149, 33.3203695349122)
"54385",108.16653826392,"dp",1062435,c(-96.6461236995838, 33.6664983359838)
"54386",108.16653826392,"dp",1063130,c(-97.4908022939359, 33.165919651724)
"54387",108.16653826392,"dp",1063545,c(-97.0440940095028, 32.8553388042504)
"54388",108.16653826392,"dp",1064051,c(-96.929307830185, 32.4684939514598)
"54389",108.16653826392,"dp",1064761,c(-96.562292599779, 31.6667921730607)
"54390",108.16653826392,"dp",1064019,c(-98.6516534484826, 32.4953332807005)
"54391",108.16653826392,"dp",1064352,c(-97.9593780099352, 32.1865226963451)
"54392",108.16653826392,"dp",1063115,c(-98.7368311968056, 33.1761399113385)
"54393",108.16653826392,"dp",1065157,c(-98.2715730519901, 31.0909081902103)
"54394",108.16653826392,"dp",1064997,c(-97.8285658214313, 31.3334030236988)
"54395",108.16653826392,"dp",1066042,c(-97.8221001249038, 30.0040201448371)
"54396",108.16653826392,"dp",1065972,c(-99.1671790394737, 30.0560221813224)
"54397",108.16653826392,"dp",1067245,c(-98.7036822395743, 29.3458925021569)
"54398",108.16653826392,"dp",1066676,c(-98.0671188095885, 29.6784076677124)
"54399",108.16653826392,"dp",1067682,c(-99.1590545573543, 29.0461115974348)
"54400",108.16653826392,"dp",1067935,c(-99.105054843597, 28.6684212791069)
"54402",108.16653826392,"dp",1068711,c(-99.6704599389719, 27.6651057056773)
"54406",108.16653826392,"dp",1068953,c(-97.7982796070763, 27.1033793686716)
"54407",108.16653826392,"dp",1068420,c(-97.1903792786621, 28.0293562934302)
"54408",108.16653826392,"dp",1068487,c(-97.1119526093341, 27.9424796276059)
"54409",108.16653826392,"dp",1068480,c(-97.196791465977, 27.9557989624525)
"54410",108.16653826392,"dp",1068802,c(-97.4497027595263, 27.4731146507202)
"54411",108.16653826392,"dp",1068835,c(-97.743022426822, 27.3888733136185)
"54412",108.16653826392,"dp",1068865,c(-97.4412349266258, 27.3192132369615)
"54413",108.16653826392,"dp",1068374,c(-96.8901167910262, 28.0941068998273)
"54414",108.16653826392,"dp",1068345,c(-96.7924535597537, 28.1377748764437)
"54415",108.16653826392,"dp",1068291,c(-96.8401614819245, 28.2102754004716)
"54416",108.16653826392,"dp",1068222,c(-96.7958380174532, 28.3592628848694)
"54417",108.16653826392,"dp",1068197,c(-96.7850291564997, 28.4083531283667)
"54418",108.16653826392,"dp",1068232,c(-96.6794108889478, 28.3378413634086)
"54439",108.16653826392,"dp",1063415,c(-102.01241548505, 32.9601722700169)
"55042",108.16653826392,"dp",1061577,c(-83.3130904945048, 34.4862862282556)
"55056",108.16653826392,"dp",1061361,c(-83.802186993552, 34.6466845522491)
"55057",108.16653826392,"dp",1061611,c(-84.2886437047755, 34.452945529679)
"55058",108.16653826392,"dp",1061500,c(-84.3683456770048, 34.5450125891295)
"55059",108.16653826392,"dp",1061152,c(-84.3989975376462, 34.7879845464307)
"55060",108.16653826392,"dp",1061212,c(-84.6082185590739, 34.7511702081335)
"55061",108.16653826392,"dp",1061012,c(-84.7227059786211, 34.8894067998913)
"55062",108.16653826392,"dp",1061583,c(-84.8595780854566, 34.4826743564023)
"55063",108.16653826392,"dp",1061608,c(-84.9715951630203, 34.4564548422081)
"55064",108.16653826392,"dp",1061209,c(-85.2513814586187, 34.7561599422123)
"55206",108.16653826392,"dp",1061806,c(-85.3614365317188, 34.2250631703426)
"55207",108.16653826392,"dp",1062071,c(-85.2716124000982, 33.998487327615)
"55208",108.16653826392,"dp",1062194,c(-85.2034104494857, 33.8901177947131)
"55209",108.16653826392,"dp",1062385,c(-85.088793716008, 33.7201279443536)
"55211",108.16653826392,"dp",1062464,c(-85.1712558717894, 33.6480644122289)
"55212",108.16653826392,"dp",1063243,c(-85.1677822320687, 33.0904270708891)
"55218",108.16653826392,"dp",1063635,c(-84.950383219309, 32.776461765716)
"55219",108.16653826392,"dp",1063918,c(-85.0080260186269, 32.5750129574245)
"55334",108.16653826392,"dp",1065211,c(-82.1927368957254, 30.9873009772335)
"55349",108.16653826392,"dp",1065264,c(-84.3198128211391, 30.9049324625742)
"55350",108.16653826392,"dp",1064919,c(-84.8279318452803, 31.4664893537399)
"55351",108.16653826392,"dp",1064889,c(-84.5575408756015, 31.5095063016025)
"55352",108.16653826392,"dp",1064936,c(-83.92967269267, 31.4137872383893)
"55353",108.16653826392,"dp",1065053,c(-84.0817102021883, 31.2428074675959)
"55354",108.16653826392,"dp",1065276,c(-83.9822856259996, 30.8899320466304)
"55355",108.16653826392,"dp",1065192,c(-83.9662819123188, 31.0317849693427)
"55356",108.16653826392,"dp",1065134,c(-83.7201306159665, 31.1365024984818)
"55358",108.16653826392,"dp",1065503,c(-83.219502881595, 30.6398076912395)
"55359",108.16653826392,"dp",1065467,c(-83.2346772024799, 30.6736433500331)
"55360",108.16653826392,"dp",1064599,c(-82.541616962147, 31.9029506239523)
"55361",108.16653826392,"dp",1064660,c(-82.3160042852469, 31.8094120611541)
"55362",108.16653826392,"dp",1063607,c(-82.2261043489084, 32.7875024999243)
"55363",108.16653826392,"dp",1064549,c(-83.2955796046679, 31.9662386452038)
"55364",108.16653826392,"dp",1064907,c(-83.4990662221408, 31.4848742273833)
"55365",108.16653826392,"dp",1064850,c(-84.6013961344621, 31.5482157578475)
"55366",108.16653826392,"dp",1064484,c(-84.570601582587, 32.0381461087917)
"55367",108.16653826392,"dp",1064430,c(-84.3930758514472, 32.1046848147112)
"55368",108.16653826392,"dp",1064153,c(-84.4547541372185, 32.3891843801232)
"55369",108.16653826392,"dp",1063843,c(-84.8972887030656, 32.6100035233909)
"55370",108.16653826392,"dp",1063876,c(-84.1200584712479, 32.5975581723507)
"55371",108.16653826392,"dp",1063176,c(-83.7545192032906, 33.1481100021165)
"55372",108.16653826392,"dp",1063213,c(-83.6838870426041, 33.1198972697514)
"55373",108.16653826392,"dp",1062605,c(-83.7462564890386, 33.551293001167)
"55374",108.16653826392,"dp",1063269,c(-84.3099448305078, 33.0727021442017)
"55375",108.16653826392,"dp",1063280,c(-84.2948507734419, 33.0620939427955)
"55376",108.16653826392,"dp",1062930,c(-84.550994915255, 33.3235577921654)
"55377",108.16653826392,"dp",1062965,c(-84.8839336954106, 33.2934276463473)
"55378",108.16653826392,"dp",1062043,c(-84.013436905959, 34.0200693767136)
"55379",108.16653826392,"dp",1062074,c(-84.1067837274118, 33.9968820512357)
"55380",108.16653826392,"dp",1061896,c(-83.3282068470759, 34.1354664528758)
"55381",108.16653826392,"dp",1061735,c(-83.0127744976562, 34.3038866996644)
"55382",108.16653826392,"dp",1062447,c(-83.0580834234603, 33.6574419017442)
"55383",108.16653826392,"dp",1062659,c(-83.5591258542297, 33.5041870576384)
"55384",108.16653826392,"dp",1062639,c(-83.4838606875486, 33.5254658878654)
"55385",108.16653826392,"dp",1063325,c(-83.412060242386, 33.0302381248697)
"55386",108.16653826392,"dp",1062938,c(-83.090594729241, 33.3149606453343)
"55387",108.16653826392,"dp",1062925,c(-83.1619671007024, 33.3215824103987)
"55388",108.16653826392,"dp",1063084,c(-82.8677377767919, 33.1994743871511)
"55389",108.16653826392,"dp",1063313,c(-82.6787164831363, 33.0411852179559)
"55409",108.16653826392,"dp",1062670,c(-82.0012363418841, 33.4973601739255)
"55410",108.16653826392,"dp",1063516,c(-82.1177214387033, 32.8815984503541)
"55411",108.16653826392,"dp",1063744,c(-81.5478929150835, 32.6818931505745)
"55412",108.16653826392,"dp",1064268,c(-81.6251691363397, 32.2891221524838)
"56553",216.333076527839,"dp",1063423,c(-94.6892204476727, 32.9517579463291)
"56554",216.333076527839,"dp",1065866,c(-94.7800211224241, 30.1550543566184)
"56562",216.333076527839,"dp",1067375,c(-95.0218693862598, 29.2816413150778)
"56563",216.333076527839,"dp",1067533,c(-95.1625763200013, 29.1898462607916)
"56564",216.333076527839,"dp",1066921,c(-95.0931793303065, 29.5225174948839)
"56565",216.333076527839,"dp",1066303,c(-95.0892731577837, 29.8427701325424)
"56566",216.333076527839,"dp",1066863,c(-96.3572943470489, 29.5606249724866)
"56567",216.333076527839,"dp",1068042,c(-96.8243182958816, 28.5676099224906)
"56568",216.333076527839,"dp",1065081,c(-96.31708663285, 31.2035718374267)
"56569",216.333076527839,"dp",1063394,c(-96.9453516757753, 32.9809070899154)
"56571",216.333076527839,"dp",1064734,c(-96.9182581777745, 31.6923116083896)
"56572",216.333076527839,"dp",113324,c(-99.752155129372, 33.5248282364148)
"56573",216.333076527839,"dp",1063223,c(-100.244381917359, 33.1093202820526)
"56574",216.333076527839,"dp",1067702,c(-100.137644415442, 29.0145857529869)
"56575",216.333076527839,"dp",1068141,c(-100.194814550049, 28.4639090683916)
"56576",216.333076527839,"dp",1068413,c(-97.1124743241574, 28.0350773200817)
"56588",216.333076527839,"dp",1064287,c(-101.541681564141, 32.246417341695)
"56589",216.333076527839,"dp",1061262,c(-102.06875622686, 34.7185518839275)
"56590",216.333076527839,"dp",1061348,c(-102.109606051611, 34.6551702215538)
"56591",216.333076527839,"dp",1060958,c(-102.109726447339, 34.9426172527621)
"56592",216.333076527839,"dp",1060425,c(-101.421508790751, 35.3898963021301)
"56763",216.333076527839,"dp",1061751,c(-85.2047214251955, 34.2896844628092)
"56791",216.333076527839,"dp",1065103,c(-81.5103517433145, 31.169642537511)
"56798",216.333076527839,"dp",1064675,c(-83.253543659037, 31.7781359263653)
"56799",216.333076527839,"dp",1062785,c(-84.581611103088, 33.4280300707466)
"56800",216.333076527839,"dp",1062534,c(-82.2676988435349, 33.5879914028368)
"56802",216.333076527839,"dp",1064110,c(-81.918372867008, 32.4242641281106)
"56803",216.333076527839,"dp",1064254,c(-82.0188676274495, 32.3095626717129)
"56904",432.666153055679,"dp",113293,c(-96.1404259673146, 33.6504188175851)
"59443",161.554944214035,"dp",1063288,c(-94.3461996400354, 33.0606402758521)
"59446",161.554944214035,"dp",1064594,c(-94.4770029103371, 31.9091309380124)
"59447",161.554944214035,"dp",1065288,c(-94.401403311077, 30.8837071415598)
"59448",161.554944214035,"dp",1065620,c(-94.8463324141898, 30.5192558942596)
"59449",161.554944214035,"dp",1065456,c(-94.4138843349256, 30.685986141749)
"59450",161.554944214035,"dp",1065450,c(-94.338828745994, 30.6938207822999)
"59454",161.554944214035,"dp",1065921,c(-93.716422961853, 30.0912669160488)
"59472",161.554944214035,"dp",1066389,c(-93.9611161321608, 29.8000341080461)
"59473",161.554944214035,"dp",1066837,c(-94.4501323673891, 29.5725129358951)
"59474",161.554944214035,"dp",1066004,c(-95.0568510340241, 30.0327367556213)
"59475",161.554944214035,"dp",1066873,c(-96.3798796938846, 29.561070882592)
"59476",161.554944214035,"dp",1067663,c(-95.7425671349219, 29.067992406304)
"59477",161.554944214035,"dp",1067884,c(-95.8187374991169, 28.7530505580002)
"59478",161.554944214035,"dp",1067839,c(-96.1661505212919, 28.8160576558854)
"59479",161.554944214035,"dp",1067859,c(-96.5779262080724, 28.7891648174321)
"59480",161.554944214035,"dp",1067837,c(-96.4674608976754, 28.8215111364738)
"59481",161.554944214035,"dp",1068098,c(-96.8256738626018, 28.5015840131922)
"59482",161.554944214035,"dp",1066371,c(-97.4040772375475, 29.8104059770965)
"59483",161.554944214035,"dp",1066716,c(-96.4711797879539, 29.635907975572)
"59484",161.554944214035,"dp",1065438,c(-96.5124666046078, 30.7107163161914)
"59485",161.554944214035,"dp",1066096,c(-97.130127905228, 29.9700284175067)
"59486",161.554944214035,"dp",1065360,c(-95.7488232536999, 30.7995995774897)
"59487",161.554944214035,"dp",1065553,c(-96.0932085462596, 30.5840466325662)
"59488",161.554944214035,"dp",1065757,c(-95.1020217276955, 30.3291867118565)
"59489",161.554944214035,"dp",1064823,c(-95.2165894110617, 31.5828897276391)
"59490",161.554944214035,"dp",1064541,c(-95.5492160541435, 31.9797943124063)
"59491",161.554944214035,"dp",1064662,c(-95.7895838964295, 31.8045783956122)
"59492",161.554944214035,"dp",1064765,c(-95.9639347476192, 31.6697128842507)
"59493",161.554944214035,"dp",1064785,c(-96.3285598998605, 31.6434443199449)
"59494",161.554944214035,"dp",1064451,c(-95.8281684978449, 32.0820816314713)
"59495",161.554944214035,"dp",1063929,c(-95.5836135596698, 32.5677580000105)
"59496",161.554944214035,"dp",1062610,c(-96.1464903447473, 33.5450814733995)
"59497",161.554944214035,"dp",1062640,c(-96.0147863360327, 33.5241236984483)
"59499",161.554944214035,"dp",1063768,c(-97.6128880216782, 32.662161628413)
"59500",161.554944214035,"dp",1063618,c(-97.1612122986715, 32.787310758579)
"59501",161.554944214035,"dp",1064859,c(-98.5749970422729, 31.5350970825483)
"59502",161.554944214035,"dp",1064183,c(-100.433621706966, 32.3618188769582)
"59503",161.554944214035,"dp",1065214,c(-99.1725388789399, 30.9805142254301)
"59504",161.554944214035,"dp",1065031,c(-98.7469756517022, 31.2781369252424)
"59505",161.554944214035,"dp",1065578,c(-97.8076704738948, 30.5561148235674)
"59506",161.554944214035,"dp",1067324,c(-98.5857969850243, 29.3036113059681)
"59507",161.554944214035,"dp",1067300,c(-98.5128371735878, 29.3155483194882)
"59508",161.554944214035,"dp",1068172,c(-98.7813107298137, 28.4351300301927)
"59509",161.554944214035,"dp",1067521,c(-99.3089516983669, 29.1955895829484)
"59510",161.554944214035,"dp",1068821,c(-99.4480667330323, 27.4295670698322)
"59511",161.554944214035,"dp",1068935,c(-99.3491772489701, 27.1587346491491)
"59515",161.554944214035,"dp",1068936,c(-97.5685155070954, 27.157557446471)
"59516",161.554944214035,"dp",1068942,c(-97.4493103586336, 27.1305620486934)
"59517",161.554944214035,"dp",1068914,c(-97.4640833604237, 27.2011317819652)
"59518",161.554944214035,"dp",1068903,c(-97.4409406259563, 27.2320155158614)
"59519",161.554944214035,"dp",1068857,c(-97.4930006307553, 27.3249298045121)
"59520",161.554944214035,"dp",1068750,c(-97.2177091090187, 27.608426072187)
"59521",161.554944214035,"dp",1068303,c(-96.7644727006433, 28.1616845762922)
"59522",161.554944214035,"dp",1068286,c(-96.8194623348344, 28.22131613468)
"59523",161.554944214035,"dp",1068150,c(-96.5830720106881, 28.4579695457884)
"59524",161.554944214035,"dp",1069190,c(-97.3816479592486, 26.4189430297761)
"59546",161.554944214035,"dp",1066755,c(-101.246654061142, 29.6055370382969)
"59547",161.554944214035,"dp",1064598,c(-101.965300623319, 31.9009574057814)
"59548",161.554944214035,"dp",1064831,c(-101.878076147613, 31.5726694680246)
"59549",161.554944214035,"dp",1063698,c(-102.356140830654, 32.7190686760571)
"59550",161.554944214035,"dp",1061221,c(-102.21195133899, 34.7454402632798)
"59551",161.554944214035,"dp",1060968,c(-102.179596101746, 34.9353399998429)
"59552",161.554944214035,"dp",1059955,c(-102.503117260477, 36.0335586209929)
"59695",161.554944214035,"dp",1060061,c(-100.185285451097, 35.8843972316541)
"60062",161.554944214035,"dp",1061829,c(-85.4236008595049, 34.1923333686104)
"60063",161.554944214035,"dp",113189,c(-85.3935465184047, 34.1635409531083)
"60064",161.554944214035,"dp",1061654,c(-85.3050601171001, 34.389037693381)
"60065",161.554944214035,"dp",1062187,c(-85.0883210512963, 33.9016401118352)
"60067",161.554944214035,"dp",1062437,c(-85.0053728535001, 33.65983643901)
"60069",161.554944214035,"dp",1063597,c(-85.0531253666815, 32.8086743117261)
"60070",161.554944214035,"dp",1064016,c(-84.9955405356773, 32.5041979735947)
"60071",161.554944214035,"dp",1064372,c(-85.0212829260588, 32.1582742911715)
"60162",161.554944214035,"dp",1065395,c(-83.9584071398584, 30.7557532368312)
"60164",161.554944214035,"dp",1065301,c(-84.9330462344132, 30.8731658266695)
"60165",161.554944214035,"dp",1064923,c(-84.7801748729979, 31.4434803923042)
"60166",161.554944214035,"dp",1064878,c(-82.3930843060567, 31.5171224462018)
"60167",161.554944214035,"dp",1063691,c(-82.5735218301844, 32.7243616290075)
"60168",161.554944214035,"dp",1063913,c(-84.4350404514612, 32.5784197106293)
"60169",161.554944214035,"dp",1064013,c(-83.668199925098, 32.5007956794909)
"60170",161.554944214035,"dp",1063272,c(-84.7260948954217, 33.0693578184116)
"60171",161.554944214035,"dp",1062934,c(-84.6749267108334, 33.315932729364)
"60172",161.554944214035,"dp",1062694,c(-84.5417110668618, 33.4816150881058)
"60173",161.554944214035,"dp",1061951,c(-84.6793991891901, 34.0990980246839)
"60174",161.554944214035,"dp",1061774,c(-84.7407475014834, 34.261716981002)
"60175",161.554944214035,"dp",1061946,c(-83.5897286647595, 34.1037221124763)
"60176",161.554944214035,"dp",1062387,c(-83.3020631375996, 33.7210331418674)
"60177",161.554944214035,"dp",1062716,c(-82.7981891776613, 33.46427810321)
"60178",161.554944214035,"dp",1062529,c(-82.2655272613219, 33.594510608577)
"60183",161.554944214035,"dp",1063811,c(-81.7663754893992, 32.6358261775914)
"60184",161.554944214035,"dp",1064411,c(-81.7936072195325, 32.1303959913854)
"60185",161.554944214035,"dp",1064099,c(-82.0180337755525, 32.4340518549229)
"60601",323.10988842807,"dp",1066252,c(-94.9597184357769, 29.8699305170589)
"60602",323.10988842807,"dp",1067512,c(-95.3515128907368, 29.1972126957319)
"60603",323.10988842807,"dp",113661,c(-95.8750693227251, 32.2400809590981)
"60604",323.10988842807,"dp",1063300,c(-96.4317301209341, 33.0498447922017)
"60607",323.10988842807,"dp",113636,c(-97.2492572489718, 32.3786475243339)
"60608",323.10988842807,"dp",1068266,c(-98.5393955794622, 28.268796642697)
"60609",323.10988842807,"dp",1069263,c(-97.3928447619938, 26.2619960499979)
"60610",323.10988842807,"dp",1069194,c(-97.4458768508225, 26.4066582063738)
"60615",323.10988842807,"dp",1064585,c(-101.682112033617, 31.9221336766842)
"60616",323.10988842807,"dp",1063388,c(-101.964511362433, 32.976951867281)
"60617",323.10988842807,"dp",1062292,c(-101.086951356913, 33.7943764359945)
"60618",323.10988842807,"dp",1061126,c(-102.054973145504, 34.8023160972165)
"60734",502.891638427206,"dp",114067,c(-94.0262368439454, 29.7020810352051)
"60748",502.891638427206,"dp",113818,c(-82.8170333387131, 30.8915284048076)
"61316",256.320112359526,"dp",1062811,c(-94.3202075399948, 33.4056275470541)
"61317",256.320112359526,"dp",1062496,c(-95.0421047868404, 33.6247031818099)
"61318",256.320112359526,"dp",113610,c(-94.9587686472525, 32.5712048851248)
"61319",256.320112359526,"dp",1065436,c(-94.1062955442589, 30.7100831238418)
"61325",256.320112359526,"dp",1067496,c(-95.2871056351209, 29.2137559606401)
"61326",256.320112359526,"dp",1067535,c(-95.3056911683116, 29.1896188466378)
"61327",256.320112359526,"dp",1067050,c(-95.6438114238913, 29.4445099810549)
"61328",256.320112359526,"dp",1065758,c(-96.7057418806684, 30.322975184089)
"61329",256.320112359526,"dp",1065857,c(-95.3854644861578, 30.1689890474104)
"61331",256.320112359526,"dp",1062615,c(-98.3973999655162, 33.5437749567909)
"61334",256.320112359526,"dp",1068584,c(-97.2516785408438, 27.8606640414773)
"61335",256.320112359526,"dp",1068869,c(-97.7505895213097, 27.3095949559893)
"61336",256.320112359526,"dp",1069189,c(-97.3984632293212, 26.4210298890691)
"61349",256.320112359526,"dp",113671,c(-101.682540107318, 32.1761463681937)
"61350",256.320112359526,"dp",1064650,c(-101.843879301634, 31.8190660149349)
"61351",256.320112359526,"dp",1064659,c(-102.032365503163, 31.8089349373414)
"61352",256.320112359526,"dp",1065047,c(-102.873945022283, 31.2459154610302)
"61353",256.320112359526,"dp",1064481,c(-102.942048872672, 32.046346395629)
"61354",256.320112359526,"dp",1062562,c(-101.273885791275, 33.5730489552067)
"61355",256.320112359526,"dp",1060624,c(-100.868504455405, 35.2112067456154)
"61356",256.320112359526,"dp",1060875,c(-101.751152295228, 35.0018296556508)
"61357",256.320112359526,"dp",1060505,c(-102.411063578329, 35.3004288985938)
"61467",256.320112359526,"dp",1061249,c(-85.2615303726164, 34.7254679496614)
"61509",256.320112359526,"dp",1065108,c(-83.5437820875048, 31.1641890569226)
"61512",256.320112359526,"dp",1064095,c(-82.5528182239933, 32.4337352587482)
"61513",256.320112359526,"dp",1063546,c(-83.8355455285328, 32.8574212044424)
"61514",256.320112359526,"dp",113224,c(-82.6341834409155, 33.9751573109033)
"61591",512.640224719052,"dp",113369,c(-95.2468577890125, 33.377423732891)
"61595",512.640224719052,"dp",113201,c(-102.889101506764, 34.0999051219745)
"61613",726.223106214612,"dp",9416,c(-98.9439742771423, 33.813104660419)
"61623",1148.25955254028,"dp",9510,c(-82.2316336342146, 30.8110014988834)
"61648",999.049548320803,"dp",114580,c(-97.9441590980398, 26.4155362765712)
"61769",416.773319683494,"dp",113921,c(-93.7484794393262, 30.048312395601)
"61772",416.773319683494,"dp",1067416,c(-95.2105116563258, 29.26755501485)
"61773",416.773319683494,"dp",114371,c(-96.7580828088337, 28.5099582049706)
"61774",416.773319683494,"dp",1062857,c(-95.3200182599963, 33.3641757436612)
"61775",416.773319683494,"dp",113762,c(-96.9769711613453, 31.4651427052218)
"65794",134.164078649987,"dp",1062570,c(-94.194068489395, 33.5703289035641)
"65799",134.164078649987,"dp",1062636,c(-94.5255402253039, 33.5258315341518)
"65800",134.164078649987,"dp",1063994,c(-94.8903749552947, 32.5249060388869)
"65801",134.164078649987,"dp",1064105,c(-94.5364204318743, 32.4263599056058)
"65802",134.164078649987,"dp",1063775,c(-94.2966233545231, 32.6577159046627)
"65804",134.164078649987,"dp",1065587,c(-94.8738673631949, 30.5532342442868)
"65805",134.164078649987,"dp",1065845,c(-94.1739891573513, 30.1908431016733)
"65806",134.164078649987,"dp",1065867,c(-94.1414823106717, 30.1553977073995)
"65816",134.164078649987,"dp",1066591,c(-94.0478501067514, 29.6932520151193)
"65817",134.164078649987,"dp",1066572,c(-93.899727687958, 29.7038156255149)
"65818",134.164078649987,"dp",1066312,c(-94.9184672919314, 29.8402195267398)
"65819",134.164078649987,"dp",1066853,c(-95.0190333979898, 29.5602058169876)
"65820",134.164078649987,"dp",1067422,c(-94.8649892929975, 29.2630780773923)
"65821",134.164078649987,"dp",1067714,c(-95.2778975914455, 28.9922411976081)
"65822",134.164078649987,"dp",1067676,c(-95.2586208975915, 29.0542806705647)
"65823",134.164078649987,"dp",1066317,c(-95.0721189960311, 29.8389798966469)
"65824",134.164078649987,"dp",1067890,c(-95.8333143004606, 28.7470619852854)
"65825",134.164078649987,"dp",1067899,c(-96.6023754591484, 28.7276203046924)
"65826",134.164078649987,"dp",1067011,c(-97.4945211842145, 29.46929366471)
"65827",134.164078649987,"dp",1065924,c(-96.6432966295159, 30.0902190273012)
"65828",134.164078649987,"dp",1065744,c(-96.4311147649887, 30.3519638000375)
"65829",134.164078649987,"dp",1065426,c(-96.6435820119833, 30.7277768368219)
"65830",134.164078649987,"dp",1065314,c(-97.1240679868963, 30.8595655684565)
"65831",134.164078649987,"dp",1064973,c(-96.0946220812936, 31.3659187885805)
"65832",134.164078649987,"dp",1065540,c(-96.2493127559387, 30.593125362311)
"65833",134.164078649987,"dp",1065545,c(-96.0962228985718, 30.5878992958763)
"65834",134.164078649987,"dp",1065570,c(-96.093823902205, 30.5634990949119)
"65835",134.164078649987,"dp",1065484,c(-95.5323517339593, 30.6600653873253)
"65836",134.164078649987,"dp",1065203,c(-95.260422374417, 31.0111839224757)
"65837",134.164078649987,"dp",1064804,c(-95.4635076727952, 31.6094793472208)
"65838",134.164078649987,"dp",1064794,c(-96.0721571301863, 31.6215858065809)
"65839",134.164078649987,"dp",1064438,c(-95.8308350402749, 32.0963596730444)
"65840",134.164078649987,"dp",1063740,c(-95.7362931797397, 32.6827314615726)
"65841",134.164078649987,"dp",1063657,c(-95.4862847609762, 32.7563779745713)
"65842",134.164078649987,"dp",1063667,c(-95.1211022211032, 32.7479458144792)
"65843",134.164078649987,"dp",1063663,c(-95.1272468623548, 32.7505454703934)
"65844",134.164078649987,"dp",1063688,c(-95.3830833261952, 32.7280849783872)
"65846",134.164078649987,"dp",1062667,c(-96.920215723137, 33.5015338925116)
"65847",134.164078649987,"dp",1062355,c(-97.6369181172552, 33.7395696249466)
"65848",134.164078649987,"dp",1064039,c(-96.4108882826103, 32.473773527107)
"65849",134.164078649987,"dp",1062259,c(-98.1940471210749, 33.832127185513)
"65850",134.164078649987,"dp",1062113,c(-98.6688388239426, 33.9633808250212)
"65851",134.164078649987,"dp",1063124,c(-98.920251859538, 33.1731478545316)
"65852",134.164078649987,"dp",1063646,c(-98.8703277641437, 32.7669148303606)
"65853",134.164078649987,"dp",1063590,c(-100.082324807773, 32.8188633576332)
"65854",134.164078649987,"dp",1064171,c(-99.3734793497113, 32.3694127260522)
"65855",134.164078649987,"dp",1067611,c(-98.2278560252621, 29.1281947296266)
"65856",134.164078649987,"dp",1067982,c(-98.4037898573258, 28.6154293221877)
"65858",134.164078649987,"dp",1068247,c(-99.8088169264582, 28.3137577586189)
"65863",134.164078649987,"dp",1069028,c(-97.8867303355724, 26.8487201075093)
"65864",134.164078649987,"dp",1068923,c(-98.0808974318437, 27.1808071993636)
"65865",134.164078649987,"dp",1068407,c(-99.0797226905124, 28.0461314315932)
"65866",134.164078649987,"dp",1068556,c(-97.5914442047122, 27.8791737699501)
"65867",134.164078649987,"dp",1068833,c(-97.5807022302745, 27.3902957668545)
"65868",134.164078649987,"dp",1068898,c(-97.739597837213, 27.2358369654642)
"65869",134.164078649987,"dp",1068908,c(-97.7761803022554, 27.2150397181509)
"65870",134.164078649987,"dp",1068913,c(-97.4382696244253, 27.2062642072777)
"65871",134.164078649987,"dp",1068932,c(-97.5030469854287, 27.1633721142447)
"65872",134.164078649987,"dp",1068404,c(-96.9276089126836, 28.049199293118)
"65873",134.164078649987,"dp",1068389,c(-96.9171835344207, 28.0834228937032)
"65874",134.164078649987,"dp",1068358,c(-96.8738009402717, 28.1163221412755)
"65875",134.164078649987,"dp",1068143,c(-96.8530661203732, 28.4654742128614)
"65876",134.164078649987,"dp",1068146,c(-96.6059159853849, 28.4635166674989)
"65877",134.164078649987,"dp",1068137,c(-96.2755724020424, 28.4705575880623)
"65879",134.164078649987,"dp",1069314,c(-97.5893796409244, 26.1045362735987)
"65880",134.164078649987,"dp",1069311,c(-97.3248969801414, 26.119581280553)
"65902",134.164078649987,"dp",1060825,c(-101.772355320737, 35.0456938327136)
"65903",134.164078649987,"dp",1061395,c(-102.120874199973, 34.6227168840868)
"65904",134.164078649987,"dp",1059767,c(-101.293479081304, 36.3385789694528)
"66363",134.164078649987,"dp",1061642,c(-83.1342627058574, 34.4159706637438)
"66364",134.164078649987,"dp",1061207,c(-83.5110032356609, 34.7677000957386)
"66370",134.164078649987,"dp",1061385,c(-83.7760432840756, 34.6280811826541)
"66373",134.164078649987,"dp",1061137,c(-84.876540505864, 34.7915785818798)
"66374",134.164078649987,"dp",1061565,c(-84.894564192322, 34.4940985733013)
"66472",134.164078649987,"dp",1061709,c(-85.2648880757096, 34.3276091172687)
